timestamp,open,high,low,close,volume
2024-01-10T00:00:00Z,100.4207,100.9502,100.2393,100.6616,1042
2024-01-11T00:00:00Z,100.6616,100.9180,99.7800,100.0782,1038
2024-01-12T00:00:00Z,100.0782,100.1718,100.0264,100.0696,1183
2024-01-13T00:00:00Z,100.0696,100.1491,99.5911,99.8394,882
2024-01-14T00:00:00Z,99.8394,99.9474,99.5542,99.8859,985
2024-01-15T00:00:00Z,99.8859,100.0487,99.3323,99.3404,1070
2024-01-16T00:00:00Z,99.3404,99.5320,99.0103,99.0373,933
2024-01-17T00:00:00Z,99.0373,99.3529,98.9316,99.0829,914
2024-01-18T00:00:00Z,99.0829,99.3813,98.9849,99.1496,914
2024-01-19T00:00:00Z,99.1496,99.5778,98.9240,99.3428,899
2024-01-20T00:00:00Z,99.3428,100.0866,99.1223,99.8415,916
2024-01-21T00:00:00Z,99.8415,99.9891,99.1548,99.3728,814
2024-01-22T00:00:00Z,99.3728,99.9845,99.3150,99.8431,1109
2024-01-23T00:00:00Z,99.8431,100.7148,99.5624,100.5798,978
2024-01-24T00:00:00Z,100.5798,101.4288,100.5133,101.3180,916
2024-01-25T00:00:00Z,101.3180,101.4206,101.1271,101.2738,1112
2024-01-26T00:00:00Z,101.2738,101.9745,101.0754,101.8280,1129
2024-01-27T00:00:00Z,101.8280,102.0298,100.8764,101.1524,1200
2024-01-28T00:00:00Z,101.1524,101.5547,100.8827,101.4940,1022
2024-01-29T00:00:00Z,101.4940,102.0628,101.2501,101.9610,1169
2024-01-30T00:00:00Z,101.9610,102.0838,101.4978,101.7870,1171
2024-01-01T00:00:00Z,101.7870,102.0902,101.2172,101.2256,1102
2024-01-02T00:00:00Z,101.2256,102.1203,101.1812,101.8738,1105
2024-01-03T00:00:00Z,101.8738,102.8500,101.7667,102.6476,1080
2024-01-04T00:00:00Z,102.6476,102.7227,102.4014,102.7161,1171
2024-01-05T00:00:00Z,102.7161,103.1123,102.4284,102.9497,1022
2024-01-06T00:00:00Z,102.9497,103.7978,102.6798,103.7372,814
2024-01-07T00:00:00Z,103.7372,103.8283,103.2351,103.3097,1100
2024-01-08T00:00:00Z,103.3097,103.4784,102.7472,103.0050,831
2024-01-09T00:00:00Z,103.0050,103.7724,102.8634,103.6624,1098
2024-01-10T00:00:00Z,103.6624,104.3266,103.4052,104.1651,1056
2024-01-11T00:00:00Z,104.1651,104.2125,103.3699,103.5285,1025
2024-01-12T00:00:00Z,103.5285,104.1540,103.2875,103.9642,876
2024-01-13T00:00:00Z,103.9642,104.1118,103.1706,103.3955,1084
2024-01-14T00:00:00Z,103.3955,103.6072,102.4825,102.6460,1047
2024-01-15T00:00:00Z,102.6460,103.1203,102.4734,103.0874,927
2024-01-16T00:00:00Z,103.0874,103.1005,102.5218,102.5518,1031
2024-01-17T00:00:00Z,102.5518,102.8600,102.2711,102.6260,1026
2024-01-18T00:00:00Z,102.6260,102.9257,102.1257,102.3117,902
2024-01-19T00:00:00Z,102.3117,102.7379,102.1480,102.5987,1044
2024-01-20T00:00:00Z,102.5987,102.6749,102.4212,102.5822,932
2024-01-21T00:00:00Z,102.5822,103.5230,102.5199,103.2465,1029
2024-01-22T00:00:00Z,103.2465,103.2842,102.4807,102.6168,837
2024-01-23T00:00:00Z,102.6168,102.9996,102.5513,102.8674,955
2024-01-24T00:00:00Z,102.8674,103.5820,102.8197,103.3040,1166
2024-01-25T00:00:00Z,103.3040,103.6239,103.2256,103.5102,870
2024-01-26T00:00:00Z,103.5102,104.3221,103.2144,104.2534,1003
2024-01-27T00:00:00Z,104.2534,104.9155,104.0446,104.8643,914
2024-01-28T00:00:00Z,104.8643,105.0001,104.1038,104.2651,973
2024-01-29T00:00:00Z,104.2651,104.3766,104.0742,104.1030,987
2024-01-30T00:00:00Z,104.1030,104.2760,103.1357,103.2722,809
2024-01-01T00:00:00Z,103.2722,103.4325,102.9600,103.0514,832
2024-01-02T00:00:00Z,103.0514,103.3354,102.3137,102.3839,853
2024-01-03T00:00:00Z,102.3839,102.4675,101.3979,101.6743,892
2024-01-04T00:00:00Z,101.6743,101.7138,101.1451,101.2734,1146
2024-01-05T00:00:00Z,101.2734,101.8427,101.2280,101.7638,1063
2024-01-06T00:00:00Z,101.7638,102.0669,101.7365,101.8529,829
2024-01-07T00:00:00Z,101.8529,102.3726,101.5794,102.3163,937
2024-01-08T00:00:00Z,102.3163,103.2060,102.0702,103.0100,842
2024-01-09T00:00:00Z,103.0100,103.2341,102.9282,103.1653,862
2024-01-10T00:00:00Z,103.1653,103.2702,102.8961,103.0671,937
2024-01-11T00:00:00Z,103.0671,103.2607,102.8477,103.2473,856
2024-01-12T00:00:00Z,103.2473,104.0848,103.1912,104.0031,959
2024-01-13T00:00:00Z,104.0031,104.3652,103.9389,104.1992,1028
2024-01-14T00:00:00Z,104.1992,104.2548,104.0742,104.1827,809
2024-01-15T00:00:00Z,104.1827,105.0035,104.1769,104.9919,1058
2024-01-16T00:00:00Z,104.9919,105.1236,104.8423,105.0639,1028
2024-01-17T00:00:00Z,105.0639,105.3220,104.2546,104.3900,1053
2024-01-18T00:00:00Z,104.3900,104.7347,104.0861,104.4562,957
2024-01-19T00:00:00Z,104.4562,105.0700,104.3488,104.7612,1161
2024-01-20T00:00:00Z,104.7612,105.1818,104.4503,105.1377,827
2024-01-21T00:00:00Z,105.1377,105.7037,104.9405,105.6992,930
2024-01-22T00:00:00Z,105.6992,105.7168,105.3677,105.5784,995
2024-01-23T00:00:00Z,105.5784,106.4160,105.4891,106.2024,924
2024-01-24T00:00:00Z,106.2024,106.5441,106.1433,106.5296,937
2024-01-25T00:00:00Z,106.5296,106.6138,106.1318,106.4389,1080
2024-01-26T00:00:00Z,106.4389,106.4499,105.8608,106.1418,911
2024-01-27T00:00:00Z,106.1418,106.1421,105.7821,105.9033,1043
2024-01-28T00:00:00Z,105.9033,106.1117,105.4570,105.5355,1197
2024-01-29T00:00:00Z,105.5355,105.6192,104.6799,104.7081,1004
2024-01-30T00:00:00Z,104.7081,104.9876,104.6140,104.8637,1122
2024-01-01T00:00:00Z,104.8637,105.0479,104.2614,104.4272,1184
2024-01-02T00:00:00Z,104.4272,104.7068,103.6201,103.8645,1105
2024-01-03T00:00:00Z,103.8645,103.9661,103.3893,103.6956,876
2024-01-04T00:00:00Z,103.6956,103.8881,103.3089,103.3538,1166
2024-01-05T00:00:00Z,103.3538,104.2154,103.1263,104.0196,1058
2024-01-06T00:00:00Z,104.0196,104.1831,103.2820,103.4385,808
2024-01-07T00:00:00Z,103.4385,104.1813,103.1614,103.9991,1149
2024-01-08T00:00:00Z,103.9991,104.9818,103.9725,104.7798,821
2024-01-09T00:00:00Z,104.7798,104.8931,104.1550,104.1878,1031
2024-01-10T00:00:00Z,104.1878,104.5060,103.9921,104.3095,1148
2024-01-11T00:00:00Z,104.3095,104.3921,103.7660,103.9085,835
2024-01-12T00:00:00Z,103.9085,104.5048,103.7416,104.3473,1137
2024-01-13T00:00:00Z,104.3473,104.6515,104.1990,104.4179,838
2024-01-14T00:00:00Z,104.4179,105.0981,104.1809,105.0242,918
2024-01-15T00:00:00Z,105.0242,105.7648,104.8685,105.4561,995
2024-01-16T00:00:00Z,105.4561,105.7441,104.6813,104.7716,823
2024-01-17T00:00:00Z,104.7716,105.2002,104.7472,104.9977,875
2024-01-18T00:00:00Z,104.9977,105.2029,104.5279,104.7457,1118
2024-01-19T00:00:00Z,104.7457,104.8940,104.7266,104.8901,937
2024-01-20T00:00:00Z,104.8901,105.7459,104.8216,105.7143,1050
2024-01-21T00:00:00Z,105.7143,105.8781,105.2452,105.3922,1038
2024-01-22T00:00:00Z,105.3922,106.1898,105.2186,105.8743,959
2024-01-23T00:00:00Z,105.8743,107.0157,105.8687,106.7160,1034
2024-01-24T00:00:00Z,106.7160,106.8782,105.7083,106.0247,937
2024-01-25T00:00:00Z,106.0247,106.3162,105.5687,105.8642,838
2024-01-26T00:00:00Z,105.8642,106.0784,105.6978,106.0333,984
2024-01-27T00:00:00Z,106.0333,106.2942,105.2799,105.4408,857
2024-01-28T00:00:00Z,105.4408,105.8874,105.1568,105.8139,1048
2024-01-29T00:00:00Z,105.8139,105.8644,105.3631,105.6642,1148
2024-01-30T00:00:00Z,105.6642,105.7599,105.5653,105.6099,976
2024-01-01T00:00:00Z,105.6099,105.6482,105.3238,105.4286,966
2024-01-02T00:00:00Z,105.4286,106.1453,105.3907,105.8788,900
2024-01-03T00:00:00Z,105.8788,106.5535,105.7867,106.2661,990
2024-01-04T00:00:00Z,106.2661,106.3904,105.2764,105.5519,839
2024-01-05T00:00:00Z,105.5519,105.6874,105.2539,105.3408,824
2024-01-06T00:00:00Z,105.3408,105.3571,104.7855,104.9941,1125
2024-01-07T00:00:00Z,104.9941,105.8266,104.9104,105.7475,1061
2024-01-08T00:00:00Z,105.7475,105.9928,105.2076,105.4560,1019
2024-01-09T00:00:00Z,105.4560,106.3819,105.2564,106.1234,1083
2024-01-10T00:00:00Z,106.1234,106.4541,106.1077,106.2248,1174
2024-01-11T00:00:00Z,106.2248,106.4207,106.0455,106.0896,946
2024-01-12T00:00:00Z,106.0896,106.3798,105.9047,106.0798,887
2024-01-13T00:00:00Z,106.0798,106.1892,105.9510,106.0457,1178
2024-01-14T00:00:00Z,106.0457,106.6708,105.9165,106.4623,922
2024-01-15T00:00:00Z,106.4623,106.6403,106.0073,106.1329,885
2024-01-16T00:00:00Z,106.1329,106.4082,105.9735,106.3842,1054
2024-01-17T00:00:00Z,106.3842,106.6210,106.2779,106.4764,1188
2024-01-18T00:00:00Z,106.4764,106.5209,106.3344,106.3958,846
2024-01-19T00:00:00Z,106.3958,106.5732,105.7435,105.8449,988
2024-01-20T00:00:00Z,105.8449,106.0258,105.1562,105.4368,1183
2024-01-21T00:00:00Z,105.4368,106.1832,105.2009,106.0614,907
2024-01-22T00:00:00Z,106.0614,106.1690,105.8304,105.8501,942
2024-01-23T00:00:00Z,105.8501,106.0862,105.6320,105.9717,1070
2024-01-24T00:00:00Z,105.9717,106.4605,105.9031,106.1856,938
2024-01-25T00:00:00Z,106.1856,106.9754,105.9799,106.8521,1021
2024-01-26T00:00:00Z,106.8521,107.8928,106.5723,107.6188,811
2024-01-27T00:00:00Z,107.6188,107.7561,106.7208,106.9658,1042
2024-01-28T00:00:00Z,106.9658,107.9129,106.9424,107.7545,1070
2024-01-29T00:00:00Z,107.7545,108.6689,107.6742,108.3529,855
2024-01-30T00:00:00Z,108.3529,108.4023,107.5434,107.8579,855
2024-01-01T00:00:00Z,107.8579,108.8374,107.6485,108.6022,1191
2024-01-02T00:00:00Z,108.6022,109.2970,108.3491,109.2692,800
2024-01-03T00:00:00Z,109.2692,109.8185,108.9676,109.7419,1130
2024-01-04T00:00:00Z,109.7419,110.4151,109.5357,110.0972,1070
2024-01-05T00:00:00Z,110.0972,110.5449,110.0602,110.3137,836
2024-01-06T00:00:00Z,110.3137,110.6259,109.8731,109.9364,933
2024-01-07T00:00:00Z,109.9364,110.1346,109.4207,109.4242,954
2024-01-08T00:00:00Z,109.4242,110.3584,109.3203,110.2662,924
2024-01-09T00:00:00Z,110.2662,110.3439,110.1128,110.1945,1010
2024-01-10T00:00:00Z,110.1945,110.6281,110.1873,110.5262,1055
2024-01-11T00:00:00Z,110.5262,111.3926,110.4993,111.1768,916
2024-01-12T00:00:00Z,111.1768,111.7529,111.1012,111.4436,817
2024-01-13T00:00:00Z,111.4436,112.0019,111.3224,111.7611,1002
2024-01-14T00:00:00Z,111.7611,112.0283,110.9424,111.1889,1058
2024-01-15T00:00:00Z,111.1889,111.3543,110.3204,110.3868,1192
2024-01-16T00:00:00Z,110.3868,110.9961,110.3135,110.9193,1189
2024-01-17T00:00:00Z,110.9193,111.6137,110.7118,111.5772,1112
2024-01-18T00:00:00Z,111.5772,111.6519,110.8467,110.9855,1140
2024-01-19T00:00:00Z,110.9855,111.1836,109.8599,110.1645,827
2024-01-20T00:00:00Z,110.1645,110.4865,109.5789,109.6256,826
2024-01-21T00:00:00Z,109.6256,110.0217,109.4777,109.9610,1164
2024-01-22T00:00:00Z,109.9610,110.8465,109.6319,110.6034,884
2024-01-23T00:00:00Z,110.6034,110.6649,109.9593,110.2689,1182
2024-01-24T00:00:00Z,110.2689,110.3720,109.9402,110.1800,991
2024-01-25T00:00:00Z,110.1800,111.1511,110.1439,111.0037,840
2024-01-26T00:00:00Z,111.0037,111.1208,110.2649,110.5819,863
2024-01-27T00:00:00Z,110.5819,110.9121,110.4558,110.6602,1193
2024-01-28T00:00:00Z,110.6602,111.4747,110.5166,111.2005,825
2024-01-29T00:00:00Z,111.2005,111.6029,111.0198,111.5374,1028
2024-01-30T00:00:00Z,111.5374,111.6593,110.6637,110.9623,815
2024-01-01T00:00:00Z,110.9623,111.2527,110.7541,111.1699,1007
2024-01-02T00:00:00Z,111.1699,111.1816,110.3072,110.3280,831
2024-01-03T00:00:00Z,110.3280,110.5753,109.5794,109.8756,973
2024-01-04T00:00:00Z,109.8756,109.9860,109.2990,109.6126,822
2024-01-05T00:00:00Z,109.6126,109.8483,109.0712,109.1749,941
2024-01-06T00:00:00Z,109.1749,109.4112,108.6075,108.8019,1124
2024-01-07T00:00:00Z,108.8019,109.5831,108.5323,109.5617,854
2024-01-08T00:00:00Z,109.5617,109.8761,109.1887,109.5021,997
2024-01-09T00:00:00Z,109.5021,110.2968,109.2344,109.9954,867
2024-01-10T00:00:00Z,109.9954,110.7967,109.7306,110.7360,1178
2024-01-11T00:00:00Z,110.7360,110.9659,110.3262,110.3763,920
2024-01-12T00:00:00Z,110.3763,110.4821,109.9433,110.0627,1200
2024-01-13T00:00:00Z,110.0627,110.3929,109.9334,110.2237,881
2024-01-14T00:00:00Z,110.2237,110.2451,109.7610,109.7722,1082
2024-01-15T00:00:00Z,109.7722,109.8995,109.6317,109.8466,853
2024-01-16T00:00:00Z,109.8466,110.7897,109.8188,110.7017,849
2024-01-17T00:00:00Z,110.7017,111.0300,110.2391,110.5616,888
2024-01-18T00:00:00Z,110.5616,110.6998,109.8880,110.0928,1145
2024-01-19T00:00:00Z,110.0928,110.2707,109.3747,109.6292,1188
2024-01-20T00:00:00Z,109.6292,109.9058,108.8738,108.9698,1090
2024-01-21T00:00:00Z,108.9698,109.0529,108.4868,108.5716,1024
2024-01-22T00:00:00Z,108.5716,108.6515,108.0917,108.1415,1096
2024-01-23T00:00:00Z,108.1415,108.1625,107.5311,107.6123,925
2024-01-24T00:00:00Z,107.6123,107.7116,107.3513,107.6369,1134
2024-01-25T00:00:00Z,107.6369,107.6488,107.5868,107.5883,918
2024-01-26T00:00:00Z,107.5883,108.4865,107.5753,108.1897,950
2024-01-27T00:00:00Z,108.1897,108.2061,107.5500,107.7441,1098
2024-01-28T00:00:00Z,107.7441,107.7684,107.0702,107.2352,891
2024-01-29T00:00:00Z,107.2352,107.3188,106.9174,107.1675,803
2024-01-30T00:00:00Z,107.1675,107.3591,106.3144,106.5125,911
2024-01-01T00:00:00Z,106.5125,106.6212,105.7324,105.7464,930
2024-01-02T00:00:00Z,105.7464,105.9787,104.7005,104.9884,805
2024-01-03T00:00:00Z,104.9884,105.6777,104.8713,105.5482,1117
2024-01-04T00:00:00Z,105.5482,105.6126,105.0054,105.2565,1080
2024-01-05T00:00:00Z,105.2565,105.3854,105.0038,105.2551,1139
2024-01-06T00:00:00Z,105.2551,105.5689,105.2263,105.3668,883
2024-01-07T00:00:00Z,105.3668,105.4526,104.9107,105.2227,1141
2024-01-08T00:00:00Z,105.2227,105.5236,104.8293,104.9276,1090
2024-01-09T00:00:00Z,104.9276,105.7325,104.9219,105.6013,1192
2024-01-10T00:00:00Z,105.6013,106.5868,105.5388,106.4706,1172
2024-01-11T00:00:00Z,106.4706,106.7715,106.2012,106.3397,880
2024-01-12T00:00:00Z,106.3397,106.6014,106.1118,106.2413,986
2024-01-13T00:00:00Z,106.2413,106.2931,106.2017,106.2064,1082
2024-01-14T00:00:00Z,106.2064,106.4633,105.5049,105.6306,1093
2024-01-15T00:00:00Z,105.6306,105.9866,105.4708,105.8688,874
2024-01-16T00:00:00Z,105.8688,105.9202,105.5886,105.6430,834
2024-01-17T00:00:00Z,105.6430,105.7985,104.7598,105.0133,901
2024-01-18T00:00:00Z,105.0133,105.2771,104.6975,104.7112,1047
2024-01-19T00:00:00Z,104.7112,104.9021,104.2319,104.4313,844
2024-01-20T00:00:00Z,104.4313,105.3327,104.1729,105.1370,882
2024-01-21T00:00:00Z,105.1370,105.6740,104.9411,105.4031,1114
2024-01-22T00:00:00Z,105.4031,106.2805,105.3453,106.0168,911
2024-01-23T00:00:00Z,106.0168,106.3153,105.2191,105.2685,983
2024-01-24T00:00:00Z,105.2685,105.3465,104.4341,104.6617,898
2024-01-25T00:00:00Z,104.6617,104.8383,103.6842,103.9203,819
2024-01-26T00:00:00Z,103.9203,104.3269,103.7988,104.2255,1033
2024-01-27T00:00:00Z,104.2255,104.5303,104.1297,104.3340,1015
2024-01-28T00:00:00Z,104.3340,104.4120,103.9164,104.0379,988
2024-01-29T00:00:00Z,104.0379,104.1747,103.9648,103.9721,1116
2024-01-30T00:00:00Z,103.9721,104.9487,103.8327,104.8024,1116
2024-01-01T00:00:00Z,104.8024,105.4371,104.7459,105.2923,1042
2024-01-02T00:00:00Z,105.2923,105.3135,105.0305,105.1436,987
2024-01-03T00:00:00Z,105.1436,105.2830,104.3146,104.4745,820
2024-01-04T00:00:00Z,104.4745,104.5153,103.4358,103.7228,960
2024-01-05T00:00:00Z,103.7228,104.3579,103.7059,104.1981,1058
2024-01-06T00:00:00Z,104.1981,105.0748,103.9529,104.8694,813
2024-01-07T00:00:00Z,104.8694,105.7953,104.6391,105.4800,856
2024-01-08T00:00:00Z,105.4800,105.7907,104.8182,104.9731,884
2024-01-09T00:00:00Z,104.9731,105.5217,104.9034,105.2939,979
2024-01-10T00:00:00Z,105.2939,105.5663,105.1916,105.4865,1114
2024-01-11T00:00:00Z,105.4865,105.7446,105.0662,105.1115,1057
2024-01-12T00:00:00Z,105.1115,106.0480,104.9249,105.8955,1115
2024-01-13T00:00:00Z,105.8955,106.0083,105.8838,105.9069,893
2024-01-14T00:00:00Z,105.9069,106.1092,105.6547,105.7429,967
2024-01-15T00:00:00Z,105.7429,106.4636,105.4939,106.4097,858
2024-01-16T00:00:00Z,106.4097,106.8780,106.1357,106.8624,1031
2024-01-17T00:00:00Z,106.8624,107.1371,106.5795,106.9510,853
2024-01-18T00:00:00Z,106.9510,107.1229,106.2454,106.5192,1177
2024-01-19T00:00:00Z,106.5192,107.1023,106.2027,107.0173,1095
2024-01-20T00:00:00Z,107.0173,107.1235,106.3746,106.4005,917
2024-01-21T00:00:00Z,106.4005,106.6379,105.8224,105.8377,1064
2024-01-22T00:00:00Z,105.8377,106.0407,105.0953,105.4065,1099
2024-01-23T00:00:00Z,105.4065,106.3987,105.1747,106.1136,1182
2024-01-24T00:00:00Z,106.1136,106.1611,105.1102,105.3048,1021
2024-01-25T00:00:00Z,105.3048,105.4199,105.1326,105.1477,1050
2024-01-26T00:00:00Z,105.1477,105.3537,104.6620,104.6690,801
2024-01-27T00:00:00Z,104.6690,104.8557,104.5047,104.7603,1073
2024-01-28T00:00:00Z,104.7603,104.9437,104.0914,104.2757,904
2024-01-29T00:00:00Z,104.2757,104.5349,103.9796,104.0291,807
2024-01-30T00:00:00Z,104.0291,104.8078,103.9825,104.7313,849
2024-01-01T00:00:00Z,104.7313,104.7767,103.7668,103.9744,938
